id,surahs,ayahs,ayahs-translation,clean_translation,theme,emotion,sentiment
1920,16,19,"And Allah doth know what ye conceal, and what ye reveal.",and allah doth know what ye conceal and what ye reveal,"Prophets and Revelation, Tawhid (Oneness of God), Good vs Evil (Accountability), Moral and Righteous Living","Awe, Wonder, Contempt, Trust, Distress, Empaty, Remorse, Grace",Negative
1921,16,20,Those whom they invoke besides Allah create nothing and are themselves created.,those whom they invoke besides allah create nothing and are themselves created,Creation and Signs,,Negative
1922,16,21,"(They are things) dead, lifeless: nor do they know when they will be raised up.",they are things dead lifeless nor do they know when they will be raised up,,"Suffering, Distress, Despair, Frustration, Anguish, Disappointment, Contempt, Fear, Humiliation, Grief, Hostility, Remorse",Negative
1923,16,22,"Your Allah is one Allah: as to those who believe not in the Hereafter, their hearts refuse to know, and they are arrogant.",your allah is one allah as to those who believe not in the hereafter their hearts refuse to know and they are arrogant,"Tawhid (Oneness of God), Afterlife and Judgment, Worship and Obedience","Hostility, Contempt, Awe, Grace, Trust",Neutral
1924,16,23,"Undoubtedly Allah doth know what they conceal, and what they reveal: verily He loveth not the arrogant.",undoubtedly allah doth know what they conceal and what they reveal verily he loveth not the arrogant,"Moral and Righteous Living, Tawhid (Oneness of God), Prophets and Revelation, Worship and Obedience, Creation and Signs, Justice and Social Fairness, Good vs Evil (Accountability), Afterlife and Judgment","Contempt, Love, Grace, Awe, Wonder, Trust, Hostility, Distress, Courage, Affection, Remorse, Ecstacy, Empaty, Regret, Joy",Negative
1925,16,24,"When it is said to them, ""What is it that your Lord has revealed?"" they say, ""Tales of the ancients!""",when it is said to them what is it that your lord has revealed they say tales of the ancients,,,Positive
1926,16,25,"Let them bear, on the Day of Judgment, their own burdens in full, and also (something) of the burdens of those without knowledge, whom they misled. Alas, how grievous the burdens they will bear!",let them bear on the day of judgment their own burdens in full and also something of the burdens of those without knowledge whom they misled alas how grievous the burdens they will bear,"Afterlife and Judgment, Moral and Righteous Living, Tawhid (Oneness of God), Justice and Social Fairness, Good vs Evil (Accountability), Prophets and Revelation","Anguish, Suffering, Empaty, Trust, Distress, Regret, Remorse, Courage, Shame, Awe, Contempt, Grief",Negative
1927,16,26,"Those before them did also plot (against AllahLs Way): but Allah took their structures from their foundations, and the roof fell down on them from above; and the Wrath seized them from directions they did not perceive.",those before them did also plot against allahls way but allah took their structures from their foundations and the roof fell down on them from above and the wrath seized them from directions they did not perceive,"Good vs Evil (Accountability), Tawhid (Oneness of God)","Distress, Anguish, Rage, Hostility, Contempt",Negative
1928,16,27,"Then, on the Day of Judgment, He will cover them with shame, and say: ""Where are My LpartnersL concerning whom ye used to dispute (with the godly)?""hose endued with knowledge will say: ""This Day, indeed, are the Unbelievers covered with shame and misery,-tt",then on the day of judgment he will cover them with shame and say where are my lpartnersl concerning whom ye used to dispute with the godlyhose endued with knowledge will say this day indeed are the unbelievers covered with shame and miserytt,"Afterlife and Judgment, Moral and Righteous Living, Prophets and Revelation, Good vs Evil (Accountability)","Shame, Hostility, Suffering, Distress, Regret, Humiliation, Contempt, Anguish, Fear, Trust, Remorse, Empaty, Grief, Frustration, Anxiousness, Wonder, Grace",Negative
1929,16,28,"""(Namely) those whose lives the angels take in a state of wrong-doing to their own souls."" Then would they offer submission (with the pretence), ""We did no evil (knowingly)."" (The angels will reply), ""Nay, but verily Allah knoweth all that ye did;",namely those whose lives the angels take in a state of wrongdoing to their own souls then would they offer submission with the pretence we did no evil knowingly the angels will reply nay but verily allah knoweth all that ye did,Good vs Evil (Accountability),"Suffering, Distress, Shame, Contempt, Humiliation, Anguish, Regret, Hostility, Despair, Envy",Negative
1930,16,29,"""So enter the gates of Hell, to dwell therein. Thus evil indeed is the abode of the arrogant.""",so enter the gates of hell to dwell therein thus evil indeed is the abode of the arrogant,,"Contempt, Hostility, Anguish, Envy, Hatred, Despair, Fear, Shame, Distress, Frustration, Anger, Suffering, Regret, Pride, Anxiousness, Remorse, Humiliation, Rage",Negative
1931,16,30,"To the righteous (when) it is said, ""What is it that your Lord has revealed?"" they say, ""All that is good."" To those who do good, there is good in this world, and the Home of the Hereafter is even better and excellent indeed is the Home of the righteous,-",to the righteous when it is said what is it that your lord has revealed they say all that is good to those who do good there is good in this world and the home of the hereafter is even better and excellent indeed is the home of the righteous,"Moral and Righteous Living, Afterlife and Judgment, Prophets and Revelation, Justice and Social Fairness, Tawhid (Oneness of God), Worship and Obedience","Grace, Trust, Joy, Courage, Ecstacy, Empaty, Wonder, Hope",Positive
1932,16,31,"Gardens of Eternity which they will enter: beneath them flow (pleasant) rivers: they will have therein all that they wish: thus doth Allah reward the righteous,-",gardens of eternity which they will enter beneath them flow pleasant rivers they will have therein all that they wish thus doth allah reward the righteous,"Moral and Righteous Living, Tawhid (Oneness of God), Justice and Social Fairness, Afterlife and Judgment, Worship and Obedience, Prophets and Revelation, Good vs Evil (Accountability)","Grace, Ecstacy, Desire, Trust, Pleasure, Gratitude, Awe, Hope, Wonder, Happiness, Joy, Courage, Empaty, Contentment, Affection",Positive
1933,16,32,"(Namely) those whose lives the angels take in a state of purity, saying (to them), ""Peace be on you; enter ye the Garden, because of (the good) which ye did (in the world).""",namely those whose lives the angels take in a state of purity saying to them peace be on you enter ye the garden because of the good which ye did in the world,"Moral and Righteous Living, Worship and Obedience, Justice and Social Fairness, Good vs Evil (Accountability)","Grace, Courage, Trust, Gratitude, Contentment, Hope, Empaty, Love",Positive
1934,16,33,"Do the (ungodly) wait until the angels come to them, or there comes the Command of thy Lord (for their doom)? So did those who went before them. But Allah wronged them not: nay, they wronged their own souls.",do the ungodly wait until the angels come to them or there comes the command of thy lord for their doom so did those who went before them but allah wronged them not nay they wronged their own souls,"Good vs Evil (Accountability), Afterlife and Judgment, Tawhid (Oneness of God), Moral and Righteous Living","Distress, Anguish, Contempt, Regret, Hostility, Remorse, Fear, Anxiousness, Suffering, Shame, Despair",Negative
1935,16,34,"But the evil results of their deeds overtook them, and that very (Wrath) at which they had scoffed hemmed them in.",but the evil results of their deeds overtook them and that very wrath at which they had scoffed hemmed them in,Good vs Evil (Accountability),"Anguish, Regret, Distress, Suffering, Hostility, Anger, Shame, Remorse, Envy, Rage, Hatred, Disappointment, Despair, Contempt, Humiliation",Negative
1936,16,35,"The worshippers of false gods say: ""If Allah had so willed, we should not have worshipped aught but Him - neither we nor our fathers,- nor should we have prescribed prohibitions other than His."" So did those who went before them. But what is the mission of messengers but to preach the Clear Message?",the worshippers of false gods say if allah had so willed we should not have worshipped aught but him  neither we nor our fathers nor should we have prescribed prohibitions other than his so did those who went before them but what is the mission of messengers but to preach the clear message,"Moral and Righteous Living, Worship and Obedience, Prophets and Revelation, Justice and Social Fairness, Good vs Evil (Accountability)","Regret, Contempt, Trust, Distress",Negative
1937,16,36,"For We assuredly sent amongst every People a messenger, (with the Command), ""Serve Allah, and eschew Evil"": of the People were some whom Allah guided, and some on whom error became inevitably (established). So travel through the earth, and see what was the end of those who denied (the Truth).",for we assuredly sent amongst every people a messenger with the command serve allah and eschew evil of the people were some whom allah guided and some on whom error became inevitably established so travel through the earth and see what was the end of those who denied the truth,"Worship and Obedience, Moral and Righteous Living, Good vs Evil (Accountability), Prophets and Revelation, Creation and Signs, Tawhid (Oneness of God)","Trust, Courage, Hostility, Awe, Wonder",Positive
1938,16,37,"If thou art anxious for their guidance, yet Allah guideth not such as He leaves to stray, and there is none to help them.",if thou art anxious for their guidance yet allah guideth not such as he leaves to stray and there is none to help them,Tawhid (Oneness of God),"Anxiousness, Distress, Awe, Frustration, Shame, Contempt, Anguish, Suffering, Empaty, Ecstacy, Hostility",Negative
1939,16,38,"They swear their strongest oaths by Allah, that Allah will not raise up those who die: Nay, but it is a promise (binding) on Him in truth: but most among mankind realise it not.",they swear their strongest oaths by allah that allah will not raise up those who die nay but it is a promise binding on him in truth but most among mankind realise it not,"Worship and Obedience, Moral and Righteous Living, Tawhid (Oneness of God), Prophets and Revelation, Afterlife and Judgment","Trust, Distress, Courage, Awe, Disappointment, Shame",Negative
1940,16,39,"(They must be raised up), in order that He may manifest to them the truth of that wherein they differ, and that the rejecters of Truth may realise that they had indeed (surrendered to) Falsehood.",they must be raised up in order that he may manifest to them the truth of that wherein they differ and that the rejecters of truth may realise that they had indeed surrendered to falsehood,"Prophets and Revelation, Moral and Righteous Living","Contempt, Hostility, Distress, Trust, Courage, Empaty, Awe, Remorse",Negative
1941,16,40,"For to anything which We have willed, We but say the word, ""Be"", and it is.",for to anything which we have willed we but say the word be and it is,"Moral and Righteous Living, Tawhid (Oneness of God), Worship and Obedience, Justice and Social Fairness, Creation and Signs","Grace, Trust, Ecstacy, Affection, Pleasure, Contentment, Desire, Hope, Empaty, Awe, Joy",Positive
